sample_fp	plate	cycle	well	tile
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	282
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	283
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	284
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	285
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	286
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	287
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	288
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-289__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	289
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-290__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	290
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-291__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	291
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-292__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	292
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-293__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	293
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-294__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	294
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-295__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	295
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-296__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	296
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-297__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	297
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-298__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	298
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-299__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	299
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-300__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	300
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-301__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	301
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-302__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	302
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-303__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	303
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-304__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	304
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-305__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	305
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-306__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	306
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-307__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	307
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-308__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	308
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-309__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	309
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-310__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	310
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-311__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	311
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-312__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	312
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-313__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	313
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-314__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	314
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-315__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	315
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-316__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	316
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-317__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	317
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-318__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	318
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-319__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	319
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-320__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	320
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-321__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	321
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-322__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	322
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-323__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	323
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-324__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	324
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-325__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	325
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-326__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	326
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-327__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	327
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-328__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	328
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-329__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	329
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-330__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	330
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-331__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	331
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-332__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	332
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-333__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	333
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-334__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	334
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-335__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	335
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-336__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	336
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-337__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	337
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-338__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	338
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-339__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	339
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-340__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	340
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-341__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	341
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-342__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	342
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-343__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	343
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-344__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	344
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-345__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	345
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-346__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	346
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-347__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	347
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-348__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	348
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-349__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	349
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-350__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	350
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	351
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	352
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	353
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	354
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	355
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	356
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	357
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	358
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	359
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	360
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	361
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-362__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	362
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-363__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	363
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-364__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	364
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-365__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	365
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-366__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	366
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-367__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	367
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-368__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	368
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-369__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	369
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-370__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	370
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-371__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	371
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-372__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	372
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-373__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	373
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-374__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	374
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-375__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	375
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-376__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	376
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-377__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	377
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-378__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	378
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-379__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	379
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-380__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	380
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-381__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	381
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-382__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	382
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-383__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	383
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-384__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	384
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-385__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	385
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-386__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	386
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-387__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	387
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-388__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	388
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-389__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	389
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-390__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	390
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-391__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	391
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-392__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	392
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-393__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	393
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-394__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	394
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-395__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	395
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-396__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	396
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-397__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	397
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-398__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	398
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-399__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	399
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-400__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	400
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-401__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	401
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-402__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	402
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-403__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	403
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-404__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	404
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-405__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	405
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-406__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	406
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-407__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	407
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-408__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	408
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-409__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	409
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-410__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	410
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-411__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	411
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-412__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	412
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-413__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	413
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-414__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	414
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-415__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	415
/lab/ops_data/nebo/plate_1/input_sbs/c5/10x/20250505_111114_696/P001_Wells-B2_Points-416__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	5	B2	416
