sample_fp	plate	cycle	well	tile
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-033__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	33
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-034__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	34
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-035__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	35
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-036__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	36
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-037__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	37
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-038__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	38
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-039__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	39
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-040__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	40
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-041__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	41
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-042__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	42
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-043__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	43
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-044__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	44
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-045__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	45
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-046__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	46
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-047__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	47
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-048__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	48
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-049__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	49
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-050__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	50
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-051__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	51
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-052__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	52
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-053__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	53
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-054__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	54
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-055__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	55
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-056__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	56
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-057__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	57
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-058__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	58
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-059__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	59
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-060__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	60
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-061__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	61
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-062__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	62
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-063__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	63
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-064__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	64
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-065__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	65
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-066__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	66
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-067__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	67
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-068__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	68
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-069__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	69
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-070__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	70
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-071__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	71
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-072__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	72
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-073__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	73
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-074__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	74
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-075__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	75
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-076__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	76
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-077__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	77
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-078__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	78
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-079__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	79
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-080__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	80
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-081__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	81
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-082__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	82
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-083__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	83
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-084__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	84
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-085__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	85
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-086__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	86
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-087__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	87
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-088__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	88
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-089__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	89
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-090__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	90
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-091__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	91
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-092__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	92
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-093__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	93
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-094__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	94
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-095__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	95
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-096__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	96
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-097__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	97
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-098__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	98
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-099__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	99
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-100__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	100
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-101__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	101
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-102__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	102
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-103__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	103
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-104__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	104
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-105__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	105
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-106__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	106
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-107__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	107
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-108__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	108
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-109__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	109
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-110__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	110
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-111__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	111
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-112__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	112
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-113__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	113
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-114__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	114
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-115__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	115
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-116__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	116
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-117__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	117
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-118__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	118
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-119__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	119
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-120__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	120
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-121__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	121
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-122__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	122
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-123__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	123
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-124__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	124
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-125__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	125
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-126__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	126
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-127__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	127
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-128__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	128
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-129__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	129
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-130__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	130
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-131__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	131
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-132__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	132
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-133__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	133
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-134__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	134
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-135__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	135
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-136__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	136
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-137__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	137
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-138__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	138
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-139__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	139
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-140__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	140
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-141__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	141
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-142__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	142
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-143__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	143
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-144__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	144
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-145__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	145
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-146__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	146
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-147__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	147
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-148__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	148
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-149__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	149
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-150__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	150
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-151__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	151
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-152__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	152
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-153__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	153
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-154__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	154
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-155__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	155
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-156__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	156
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-157__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	157
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-158__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	158
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-159__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	159
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-160__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	160
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-161__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	161
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-162__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	162
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-163__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	163
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-164__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	164
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-165__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	165
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-166__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	166
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-167__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	167
