index	sample_fp	plate	well	tile	round
52972	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4039__Channel_DAPI,GFP.nd2	1	B2	4039	2
52973	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4039__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4039	3
52974	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4040__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4040	1
52975	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4040__Channel_DAPI,GFP.nd2	1	B2	4040	2
52976	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4040__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4040	3
52977	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4041__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4041	1
52978	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4041__Channel_DAPI,GFP.nd2	1	B2	4041	2
52979	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4041__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4041	3
52980	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4042__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4042	1
52981	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4042__Channel_DAPI,GFP.nd2	1	B2	4042	2
52982	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4042__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4042	3
52983	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4043__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4043	1
52984	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4043__Channel_DAPI,GFP.nd2	1	B2	4043	2
52985	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4043__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4043	3
52986	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4044__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4044	1
52987	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4044__Channel_DAPI,GFP.nd2	1	B2	4044	2
52988	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4044__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4044	3
52989	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4045__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4045	1
52990	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4045__Channel_DAPI,GFP.nd2	1	B2	4045	2
52991	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4045__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4045	3
52992	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4046__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4046	1
52993	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4046__Channel_DAPI,GFP.nd2	1	B2	4046	2
52994	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4046__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4046	3
52995	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4047__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4047	1
52996	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4047__Channel_DAPI,GFP.nd2	1	B2	4047	2
52997	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4047__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4047	3
52998	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4048__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4048	1
52999	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4048__Channel_DAPI,GFP.nd2	1	B2	4048	2
53000	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4048__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4048	3
53001	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4049__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4049	1
53002	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4049__Channel_DAPI,GFP.nd2	1	B2	4049	2
53003	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4049__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4049	3
53004	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4050__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4050	1
53005	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4050__Channel_DAPI,GFP.nd2	1	B2	4050	2
53006	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4050__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4050	3
53007	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4051__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4051	1
53008	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4051__Channel_DAPI,GFP.nd2	1	B2	4051	2
53009	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4051__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4051	3
53010	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4052__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4052	1
53011	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4052__Channel_DAPI,GFP.nd2	1	B2	4052	2
53012	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4052__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4052	3
53013	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4053__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4053	1
53014	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4053__Channel_DAPI,GFP.nd2	1	B2	4053	2
53015	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4053__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4053	3
53016	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4054__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4054	1
53017	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4054__Channel_DAPI,GFP.nd2	1	B2	4054	2
53018	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4054__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4054	3
53019	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4055__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4055	1
53020	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4055__Channel_DAPI,GFP.nd2	1	B2	4055	2
53021	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4055__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4055	3
53022	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4056__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4056	1
53023	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4056__Channel_DAPI,GFP.nd2	1	B2	4056	2
53024	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4056__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4056	3
53025	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4057__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4057	1
53026	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4057__Channel_DAPI,GFP.nd2	1	B2	4057	2
53027	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4057__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4057	3
53028	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4058__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4058	1
53029	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4058__Channel_DAPI,GFP.nd2	1	B2	4058	2
53030	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4058__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4058	3
53031	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4059__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4059	1
53032	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4059__Channel_DAPI,GFP.nd2	1	B2	4059	2
53033	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4059__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4059	3
53034	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4060__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4060	1
53035	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4060__Channel_DAPI,GFP.nd2	1	B2	4060	2
53036	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4060__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4060	3
53037	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4061__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4061	1
53038	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4061__Channel_DAPI,GFP.nd2	1	B2	4061	2
53039	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4061__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4061	3
53040	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4062__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4062	1
53041	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4062__Channel_DAPI,GFP.nd2	1	B2	4062	2
53042	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4062__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4062	3
53043	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4063__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4063	1
53044	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4063__Channel_DAPI,GFP.nd2	1	B2	4063	2
53045	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4063__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4063	3
53046	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4064__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4064	1
53047	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4064__Channel_DAPI,GFP.nd2	1	B2	4064	2
53048	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4064__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4064	3
53049	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4065__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4065	1
53050	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4065__Channel_DAPI,GFP.nd2	1	B2	4065	2
53051	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4065__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4065	3
53052	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4066__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4066	1
53053	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4066__Channel_DAPI,GFP.nd2	1	B2	4066	2
53054	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4066__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4066	3
53055	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4067__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4067	1
53056	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4067__Channel_DAPI,GFP.nd2	1	B2	4067	2
53057	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4067__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4067	3
53058	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4068__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4068	1
53059	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4068__Channel_DAPI,GFP.nd2	1	B2	4068	2
53060	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4068__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4068	3
53061	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4069__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4069	1
53062	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4069__Channel_DAPI,GFP.nd2	1	B2	4069	2
53063	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4069__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4069	3
53064	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4070__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4070	1
53065	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4070__Channel_DAPI,GFP.nd2	1	B2	4070	2
53066	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4070__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4070	3
53067	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4071__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4071	1
53068	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4071__Channel_DAPI,GFP.nd2	1	B2	4071	2
53069	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4071__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4071	3
53070	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4072__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4072	1
53071	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4072__Channel_DAPI,GFP.nd2	1	B2	4072	2
53072	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4072__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4072	3
53073	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4073__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4073	1
53074	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4073__Channel_DAPI,GFP.nd2	1	B2	4073	2
53075	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4073__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4073	3
53076	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4074__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4074	1
53077	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4074__Channel_DAPI,GFP.nd2	1	B2	4074	2
53078	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4074__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4074	3
53079	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4075__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4075	1
53080	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4075__Channel_DAPI,GFP.nd2	1	B2	4075	2
53081	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4075__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4075	3
53082	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4076__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4076	1
53083	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4076__Channel_DAPI,GFP.nd2	1	B2	4076	2
53084	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4076__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4076	3
53085	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4077__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4077	1
53086	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4077__Channel_DAPI,GFP.nd2	1	B2	4077	2
53087	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4077__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4077	3
53088	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4078__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4078	1
53089	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4078__Channel_DAPI,GFP.nd2	1	B2	4078	2
53090	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4078__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4078	3
53091	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4079__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4079	1
53092	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4079__Channel_DAPI,GFP.nd2	1	B2	4079	2
53093	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4079__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4079	3
53094	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4080__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4080	1
53095	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4080__Channel_DAPI,GFP.nd2	1	B2	4080	2
53096	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4080__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4080	3
53097	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4081__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4081	1
53098	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4081__Channel_DAPI,GFP.nd2	1	B2	4081	2
53099	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4081__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4081	3
53100	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4082__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4082	1
53101	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4082__Channel_DAPI,GFP.nd2	1	B2	4082	2
53102	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4082__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4082	3
53103	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4083__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4083	1
53104	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4083__Channel_DAPI,GFP.nd2	1	B2	4083	2
53105	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4083__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4083	3
53106	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4084__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4084	1
53107	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4084__Channel_DAPI,GFP.nd2	1	B2	4084	2
53108	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4084__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4084	3
53109	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4085__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4085	1
53110	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-4085__Channel_DAPI,GFP.nd2	1	B2	4085	2
53111	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-4085__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	4085	3
53112	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-4086__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	4086	1
