index	sample_fp	plate	well	tile	round
40997	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-047__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	47	3
40998	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-048__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	48	1
40999	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-048__Channel_DAPI,GFP.nd2	1	B2	48	2
41000	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-048__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	48	3
41001	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-049__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	49	1
41002	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-049__Channel_DAPI,GFP.nd2	1	B2	49	2
41003	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-049__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	49	3
41004	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-050__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	50	1
41005	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-050__Channel_DAPI,GFP.nd2	1	B2	50	2
41006	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-050__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	50	3
41007	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-051__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	51	1
41008	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-051__Channel_DAPI,GFP.nd2	1	B2	51	2
41009	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-051__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	51	3
41010	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-052__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	52	1
41011	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-052__Channel_DAPI,GFP.nd2	1	B2	52	2
41012	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-052__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	52	3
41013	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-053__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	53	1
41014	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-053__Channel_DAPI,GFP.nd2	1	B2	53	2
41015	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-053__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	53	3
41016	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-054__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	54	1
41017	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-054__Channel_DAPI,GFP.nd2	1	B2	54	2
41018	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-054__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	54	3
41019	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-055__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	55	1
41020	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-055__Channel_DAPI,GFP.nd2	1	B2	55	2
41021	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-055__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	55	3
41022	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-056__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	56	1
41023	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-056__Channel_DAPI,GFP.nd2	1	B2	56	2
41024	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-056__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	56	3
41025	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-057__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	57	1
41026	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-057__Channel_DAPI,GFP.nd2	1	B2	57	2
41027	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-057__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	57	3
41028	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-058__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	58	1
41029	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-058__Channel_DAPI,GFP.nd2	1	B2	58	2
41030	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-058__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	58	3
41031	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-059__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	59	1
41032	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-059__Channel_DAPI,GFP.nd2	1	B2	59	2
41033	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-059__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	59	3
41034	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-060__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	60	1
41035	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-060__Channel_DAPI,GFP.nd2	1	B2	60	2
41036	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-060__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	60	3
41037	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-061__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	61	1
41038	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-061__Channel_DAPI,GFP.nd2	1	B2	61	2
41039	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-061__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	61	3
41040	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-062__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	62	1
41041	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-062__Channel_DAPI,GFP.nd2	1	B2	62	2
41042	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-062__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	62	3
41043	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-063__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	63	1
41044	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-063__Channel_DAPI,GFP.nd2	1	B2	63	2
41045	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-063__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	63	3
41046	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-064__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	64	1
41047	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-064__Channel_DAPI,GFP.nd2	1	B2	64	2
41048	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-064__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	64	3
41049	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-065__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	65	1
41050	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-065__Channel_DAPI,GFP.nd2	1	B2	65	2
41051	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-065__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	65	3
41052	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-066__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	66	1
41053	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-066__Channel_DAPI,GFP.nd2	1	B2	66	2
41054	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-066__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	66	3
41055	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-067__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	67	1
41056	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-067__Channel_DAPI,GFP.nd2	1	B2	67	2
41057	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-067__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	67	3
41058	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-068__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	68	1
41059	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-068__Channel_DAPI,GFP.nd2	1	B2	68	2
41060	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-068__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	68	3
41061	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-069__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	69	1
41062	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-069__Channel_DAPI,GFP.nd2	1	B2	69	2
41063	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-069__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	69	3
41064	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-070__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	70	1
41065	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-070__Channel_DAPI,GFP.nd2	1	B2	70	2
41066	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-070__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	70	3
41067	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-071__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	71	1
41068	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-071__Channel_DAPI,GFP.nd2	1	B2	71	2
41069	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-071__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	71	3
41070	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-072__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	72	1
41071	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-072__Channel_DAPI,GFP.nd2	1	B2	72	2
41072	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-072__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	72	3
41073	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-073__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	73	1
41074	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-073__Channel_DAPI,GFP.nd2	1	B2	73	2
41075	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-073__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	73	3
41076	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-074__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	74	1
41077	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-074__Channel_DAPI,GFP.nd2	1	B2	74	2
41078	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-074__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	74	3
41079	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-075__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	75	1
41080	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-075__Channel_DAPI,GFP.nd2	1	B2	75	2
41081	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-075__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	75	3
41082	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-076__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	76	1
41083	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-076__Channel_DAPI,GFP.nd2	1	B2	76	2
41084	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-076__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	76	3
41085	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-077__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	77	1
41086	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-077__Channel_DAPI,GFP.nd2	1	B2	77	2
41087	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-077__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	77	3
41088	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-078__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	78	1
41089	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-078__Channel_DAPI,GFP.nd2	1	B2	78	2
41090	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-078__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	78	3
41091	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-079__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	79	1
41092	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-079__Channel_DAPI,GFP.nd2	1	B2	79	2
41093	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-079__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	79	3
41094	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-080__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	80	1
41095	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-080__Channel_DAPI,GFP.nd2	1	B2	80	2
41096	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-080__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	80	3
41097	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-081__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	81	1
41098	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-081__Channel_DAPI,GFP.nd2	1	B2	81	2
41099	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-081__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	81	3
41100	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-082__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	82	1
41101	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-082__Channel_DAPI,GFP.nd2	1	B2	82	2
41102	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-082__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	82	3
41103	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-083__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	83	1
41104	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-083__Channel_DAPI,GFP.nd2	1	B2	83	2
41105	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-083__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	83	3
41106	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-084__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	84	1
41107	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-084__Channel_DAPI,GFP.nd2	1	B2	84	2
41108	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-084__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	84	3
41109	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-085__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	85	1
41110	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-085__Channel_DAPI,GFP.nd2	1	B2	85	2
41111	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-085__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	85	3
41112	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-086__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	86	1
41113	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-086__Channel_DAPI,GFP.nd2	1	B2	86	2
41114	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-086__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	86	3
41115	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-087__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	87	1
41116	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-087__Channel_DAPI,GFP.nd2	1	B2	87	2
41117	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-087__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	87	3
41118	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-088__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	88	1
41119	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-088__Channel_DAPI,GFP.nd2	1	B2	88	2
41120	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-088__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	88	3
41121	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-089__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	89	1
41122	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-089__Channel_DAPI,GFP.nd2	1	B2	89	2
41123	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-089__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	89	3
41124	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-090__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	90	1
41125	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-090__Channel_DAPI,GFP.nd2	1	B2	90	2
41126	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-090__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	90	3
41127	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-091__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	91	1
41128	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-091__Channel_DAPI,GFP.nd2	1	B2	91	2
41129	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-091__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	91	3
41130	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-092__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	92	1
41131	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-092__Channel_DAPI,GFP.nd2	1	B2	92	2
41132	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-092__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	92	3
41133	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-093__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	93	1
41134	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-093__Channel_DAPI,GFP.nd2	1	B2	93	2
41135	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-093__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	93	3
41136	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-094__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	94	1
41137	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-094__Channel_DAPI,GFP.nd2	1	B2	94	2
41138	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-094__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	94	3
41139	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-095__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	95	1
41140	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-095__Channel_DAPI,GFP.nd2	1	B2	95	2
